gene	me3_fold	me3_fdr	me3_conc	me3_n_peaks	mc_diff	mc_q	mc_sig	hmc_diff	hmc_q	hmc_sig	chromatin_state	dmr_status
1600029I14Rik	0.248959	0.528005438	3.229662306	3	NA	NA	NA	NA	NA	NA	NA	NA
1700001G11Rik	0.031703186	1	1.824181151	2	NA	NA	NA	NA	NA	NA	NA	NA
1700001J03Rik	-0.098592051	0.831069119	3.162068521	1	-0.00344703787357203	0.862147095865987	FALSE	-0.0104654258628013	0.22073972913104	FALSE	Other	Not DMR
1700001K23Rik	0.291997062	0.44531124	3.845807197	4	NA	NA	NA	NA	NA	NA	NA	NA
1700001L05Rik	-0.17298525	0.664898359	2.52029873	1	NA	NA	NA	NA	NA	NA	NA	NA
1700003F12Rik	0.382469152	0.292719129	3.083188349	1	0.0729404830620106	0.00442210763978519	TRUE	-0.0656555823076116	0.00691690534856818	TRUE	Other	Both mC+hmC DMR
1700006H21Rik	0.31115889	0.348977594	4.788324427	2	NA	NA	NA	NA	NA	NA	NA	NA
1700007J10Rik	0.076603942	0.873948657	3.433835984	2	NA	NA	NA	NA	NA	NA	NA	NA
1700008K24Rik	0.367786327	0.313164822	3.458782736	4	NA	NA	NA	NA	NA	NA	NA	NA
1700008O03Rik	-0.248826043	0.527156128	2.886478245	2	-0.00294252227032588	0.770552752650635	FALSE	0.00404399204082177	0.332399534943201	FALSE	Active_Promoter	Not DMR
1700008P02Rik	-0.54848516	1	2.045010806	1	-0.00905244596809829	0.577007374863907	FALSE	-0.00116544023859456	0.899490062927152	FALSE	Other	Not DMR
1700010I14Rik	0.379222204	0.271893534	4.470416666	4	-0.0046202218339928	0.385232011644216	FALSE	-0.000810398831288611	0.841041385367791	FALSE	Other	Not DMR
1700011L22Rik	-0.023117743	0.965517027	3.425888264	1	0.0106158822583213	0.00570376811265623	TRUE	0.00626333387536795	0.0791128212453656	FALSE	Other	mC DMR only
1700012A03Rik	-0.373406137	0.302391311	2.877883315	17	-0.00333158547399615	0.815436099296437	FALSE	0.0310112797148558	1.18509337033749e-05	TRUE	Repressed_Promoter	hmC DMR only
1700012C14Rik	-0.069261419	0.887106552	3.058792958	2	NA	NA	NA	NA	NA	NA	NA	NA
1700016A09Rik	-0.020508269	1	1.858253667	1	NA	NA	NA	NA	NA	NA	NA	NA
1700016K05Rik	0.370564369	0.28855195	2.51238617	3	NA	NA	NA	NA	NA	NA	NA	NA
1700017B05Rik	-0.095574075	0.836749514	3.315241187	3	-0.0252713653390511	0.0129790869222051	TRUE	0.00758231183058466	0.321638553347221	FALSE	Active_Promoter	mC DMR only
1700017J07Rik	-0.48331839	0.15092059	2.918593302	2	NA	NA	NA	NA	NA	NA	NA	NA
1700017L05Rik	-0.045479128	0.92624792	2.738030293	1	NA	NA	NA	NA	NA	NA	NA	NA
1700018A04Rik	0.138383683	0.742718293	4.050968909	1	NA	NA	NA	NA	NA	NA	NA	NA
1700018B08Rik	0.235662357	0.519929744	3.742251892	24	-0.00148632650116243	0.914512294099524	FALSE	-0.00248425727021831	0.56132481859426	FALSE	Other	Not DMR
1700019G24Rik	0.233678128	0.541396267	3.909028842	4	NA	NA	NA	NA	NA	NA	NA	NA
1700019P21Rik	0.830911214	0.004344016	4.73759604	1	NA	NA	NA	NA	NA	NA	NA	NA
1700020L24Rik	-0.056931816	0.908885735	3.071882661	1	0.00972296828506336	0.637176907639765	FALSE	-0.0260557925326198	0.0159062907930541	TRUE	Other	hmC DMR only
1700020M21Rik	-0.330114887	0.377788803	3.109809068	1	NA	NA	NA	NA	NA	NA	NA	NA
1700024B18Rik	0.214302885	0.597378869	3.515451341	1	NA	NA	NA	NA	NA	NA	NA	NA
1700024G13Rik	-0.02630729	1	1.051276003	1	-0.000907634546384539	0.850961748827639	FALSE	0.00697714300733182	0.145844595106125	FALSE	Repressed_Promoter	Not DMR
1700025C18Rik	-0.191317169	0.643458726	3.464483842	2	-0.0236697280271946	0.00126206759648653	TRUE	0.012731495285646	0.0257719759813281	TRUE	Other	Both mC+hmC DMR
1700025G04Rik	0.291990238	0.445173478	3.320714883	7	0.0628224610672886	4.8151057076211e-306	TRUE	-0.0327439834859851	2.57751048524615e-120	TRUE	Active_Promoter	Both mC+hmC DMR
1700026D11Rik	-0.767612716	0.020786627	2.898456277	1	NA	NA	NA	NA	NA	NA	NA	NA
1700026F02Rik	0.807410769	0.014385468	3.431134994	1	NA	NA	NA	NA	NA	NA	NA	NA
1700026J14Rik	0.369871259	0.303149794	3.460604299	2	NA	NA	NA	NA	NA	NA	NA	NA
1700027J07Rik	0.133911869	0.759844475	3.300398015	1	NA	NA	NA	NA	NA	NA	NA	NA
1700028D13Rik	-0.223854795	0.57887204	3.15868404	6	NA	NA	NA	NA	NA	NA	NA	NA
1700028E10Rik	-0.025246841	0.959333286	3.99191029	1	NA	NA	NA	NA	NA	NA	NA	NA
1700028K03Rik	-0.17376968	0.679522899	3.015424281	1	0.0111574232828888	0.0646822490950269	FALSE	-0.0147866796007016	5.93943931665656e-05	TRUE	Other	hmC DMR only
1700028M03Rik	-0.278684137	0.468178621	3.519323985	3	NA	NA	NA	NA	NA	NA	NA	NA
1700029F12Rik	0.087926365	0.848366457	3.646566411	2	-0.00130520239424092	0.735059248991776	FALSE	0.0182569997745927	1.28976753519241e-07	TRUE	Repressed_Promoter	hmC DMR only
1700029H14Rik	0.042123894	0.933036083	3.778012989	2	-0.00621577895269276	0.49359697842402	FALSE	-0.0028327551311885	0.87272420777811	FALSE	Other	Not DMR
1700029J03Rik	0.317614679	0.39149747	3.573564467	4	NA	NA	NA	NA	NA	NA	NA	NA
1700029M20Rik	-0.228968288	0.547492145	2.596463008	3	NA	NA	NA	NA	NA	NA	NA	NA
1700029N11Rik	-0.229256021	0.567046388	3.224835244	1	NA	NA	NA	NA	NA	NA	NA	NA
1700030C10Rik	0.036198436	0.942452223	2.389427275	9	NA	NA	NA	NA	NA	NA	NA	NA
1700030F04Rik	0.025966727	0.961284972	3.227809223	1	NA	NA	NA	NA	NA	NA	NA	NA
1700030J22Rik	-0.151372917	0.71387821	4.0054374	1	-0.00250406829923033	0.763752195637932	FALSE	0.00435443038784324	0.219241474970119	FALSE	Other	Not DMR
1700030M09Rik	0.172801708	0.681146966	3.171560772	2	NA	NA	NA	NA	NA	NA	NA	NA
1700031F05Rik	-0.318958723	1	2.267151879	2	0.00089759001997769	0.966887963486752	FALSE	-0.0096697111579107	0.134589188535195	FALSE	Repressed_Promoter	Not DMR
1700031P21Rik	0.068298884	0.888481158	2.981790442	2	NA	NA	NA	NA	NA	NA	NA	NA
1700034H15Rik	0.423503472	0.235394891	3.691720694	2	NA	NA	NA	NA	NA	NA	NA	NA
1700034P13Rik	0.010283024	0.98472379	3.737354671	1	NA	NA	NA	NA	NA	NA	NA	NA
1700037C18Rik	-0.042124366	0.934640108	3.572621161	2	0.000611351704212226	0.930425921527309	FALSE	-0.00665194940517883	0.482974376508659	FALSE	Other	Not DMR
1700039E22Rik	0.073925711	0.878072206	4.149455112	2	NA	NA	NA	NA	NA	NA	NA	NA
1700039M10Rik	0.355377399	0.334448404	3.037911435	2	NA	NA	NA	NA	NA	NA	NA	NA
1700044C05Rik	-0.058288886	0.906563896	3.394570837	4	NA	NA	NA	NA	NA	NA	NA	NA
1700048M11Rik	-0.325977168	0.380121389	3.348916144	1	NA	NA	NA	NA	NA	NA	NA	NA
1700049E15Rik	-0.256816904	0.493520219	2.407849204	1	NA	NA	NA	NA	NA	NA	NA	NA
1700049E22Rik	0.168921225	0.685150817	3.919910305	4	NA	NA	NA	NA	NA	NA	NA	NA
1700051A21Rik	0.2061069	0.588847187	4.320944479	1	NA	NA	NA	NA	NA	NA	NA	NA
1700052I22Rik	0.662119067	0.019804665	5.416109033	7	NA	NA	NA	NA	NA	NA	NA	NA
1700054K19Rik	0.233570176	0.55834884	2.960420392	16	NA	NA	NA	NA	NA	NA	NA	NA
1700054M17Rik	-0.129093066	1	1.056836436	1	NA	NA	NA	NA	NA	NA	NA	NA
1700055C04Rik	0.394393484	0.245793576	4.443889635	1	NA	NA	NA	NA	NA	NA	NA	NA
1700057H15Rik	-0.023331458	0.964666205	3.890862397	16	NA	NA	NA	NA	NA	NA	NA	NA
1700060C16Rik	0.006712168	0.99058952	2.664935523	1	NA	NA	NA	NA	NA	NA	NA	NA
1700063D05Rik	0.062937539	0.89804723	3.299841764	2	NA	NA	NA	NA	NA	NA	NA	NA
1700063H04Rik	-0.460880457	0.167413915	2.407615996	1	NA	NA	NA	NA	NA	NA	NA	NA
1700069L16Rik	-0.295552927	0.438047735	3.582541607	2	0.0225587601456088	4.7004988130466e-07	TRUE	-0.0142802064223104	0.000107550121099101	TRUE	Other	Both mC+hmC DMR
1700081H04Rik	0.240052882	0.523304571	4.548169331	1	NA	NA	NA	NA	NA	NA	NA	NA
1700086O06Rik	0.402319806	0.211308949	4.478179431	1	NA	NA	NA	NA	NA	NA	NA	NA
1700092C10Rik	0.363729833	0.309158125	3.840029931	1	NA	NA	NA	NA	NA	NA	NA	NA
1700092E19Rik	-0.255575621	0.496053465	2.630102328	1	NA	NA	NA	NA	NA	NA	NA	NA
1700092K14Rik	-0.300832304	0.42124661	2.847097797	16	NA	NA	NA	NA	NA	NA	NA	NA
1700094J05Rik	0.032669859	0.948802095	2.812006081	2	NA	NA	NA	NA	NA	NA	NA	NA
1700095J12Rik	0.124418467	0.779757544	3.586023638	11	NA	NA	NA	NA	NA	NA	NA	NA
1700102P08Rik	0.022233662	0.967347059	3.070151704	1	0.000961789773993194	0.932234592739022	FALSE	-0.00930953426411005	0.0288652715537866	TRUE	Other	hmC DMR only
1700109H08Rik	-0.028484003	0.957041832	3.202401177	1	0.0276300346058507	7.09543960203503e-06	TRUE	-0.0290616042755484	2.85628193404447e-09	TRUE	Other	Both mC+hmC DMR
1700109K24Rik	0.481381626	0.161022661	3.988309004	2	NA	NA	NA	NA	NA	NA	NA	NA
1700110K17Rik	-0.018791958	0.97002466	5.052784546	1	NA	NA	NA	NA	NA	NA	NA	NA
1700112H15Rik	-0.16754129	0.691742752	3.113218612	1	NA	NA	NA	NA	NA	NA	NA	NA
1700112J16Rik	-0.118086606	0.788779121	3.563269772	2	NA	NA	NA	NA	NA	NA	NA	NA
1700113A16Rik	0.034503775	0.942746471	4.491707887	1	NA	NA	NA	NA	NA	NA	NA	NA
1700113H08Rik	0.174461116	0.667485969	2.895355551	1	-0.00679635862457939	0.000154346273712347	TRUE	0.00786637944823363	2.72876543478654e-16	TRUE	Repressed_Promoter	Both mC+hmC DMR
1700119H24Rik	-0.214625134	0.583726137	2.580279683	1	NA	NA	NA	NA	NA	NA	NA	NA
1700120E14Rik	-0.196722538	0.633451469	3.198900137	3	NA	NA	NA	NA	NA	NA	NA	NA
1700120G07Rik	0.055033356	0.91234177	3.209995426	9	NA	NA	NA	NA	NA	NA	NA	NA
1700120K04Rik	-0.146991261	0.726974121	3.645033033	1	NA	NA	NA	NA	NA	NA	NA	NA
1700121N20Rik	0.400023938	0.260195409	3.623939823	16	NA	NA	NA	NA	NA	NA	NA	NA
1700122O11Rik	0.097126466	0.833871196	3.676633766	2	NA	NA	NA	NA	NA	NA	NA	NA
1700124L16Rik	0.389562429	0.281686276	3.016782434	2	NA	NA	NA	NA	NA	NA	NA	NA
1700125G02Rik	-0.388098263	0.284863689	3.243782381	1	NA	NA	NA	NA	NA	NA	NA	NA
1810019D21Rik	-0.13282916	0.760641588	3.477992218	1	NA	NA	NA	NA	NA	NA	NA	NA
1810021B22Rik	0.112989022	0.800929307	3.751084333	1	NA	NA	NA	NA	NA	NA	NA	NA
1810055G02Rik	-0.074470256	0.878072206	3.431231102	1	0.0464935163311001	1.92205851843276e-08	TRUE	-0.0229376027437294	0.000477500763328351	TRUE	Other	Both mC+hmC DMR
1810062O18Rik	0.197451084	0.628719469	3.668319992	1	NA	NA	NA	NA	NA	NA	NA	NA
2010001A14Rik	-0.407246667	0.242831133	3.679357918	2	NA	NA	NA	NA	NA	NA	NA	NA
2010009K17Rik	0.269443325	0.452737006	4.276129033	2	NA	NA	NA	NA	NA	NA	NA	NA
2010010A06Rik	-0.443854832	0.205929698	2.865923368	1	NA	NA	NA	NA	NA	NA	NA	NA
2010106C02Rik	0.062403246	0.898005144	3.071383912	5	NA	NA	NA	NA	NA	NA	NA	NA
2010315B03Rik	0.184122709	0.658133832	3.503803581	1	NA	NA	NA	NA	NA	NA	NA	NA
2200002D01Rik	-0.195111897	0.636461476	3.21094655	4	-0.0240343346549738	0.25975643488752	FALSE	-0.0258210439393649	0.0764409751338519	FALSE	Other	Not DMR
2210016L21Rik	0.245488814	0.519905635	4.034712307	1	0.0249572944716959	0.0089609565041415	TRUE	-0.0225734163249897	0.00185614374006536	TRUE	Other	Both mC+hmC DMR
2210039B01Rik	0.159595621	0.705410583	3.701737005	3	NA	NA	NA	NA	NA	NA	NA	NA
2210406O10Rik	-0.556105809	0.088265386	3.860616135	3	NA	NA	NA	NA	NA	NA	NA	NA
2210417A02Rik	0.199895195	0.604443634	4.020549108	2	NA	NA	NA	NA	NA	NA	NA	NA
2300002M23Rik	0.363650533	0.319451032	3.014648263	1	-0.0325871978259685	0.265258569109915	FALSE	-0.00295279248807562	0.894787982398173	FALSE	Repressed_Promoter	Not DMR
2300009A05Rik	-0.159194141	0.693103941	3.891574646	2	0.108212361496636	1.5950923810811e-16	TRUE	0.00331313454249668	0.80367474789561	FALSE	Active_Promoter	mC DMR only
2310001K24Rik	-0.188525796	0.649877261	3.206780569	1	NA	NA	NA	NA	NA	NA	NA	NA
2310002F09Rik	-0.080232016	0.866258206	3.578951326	1	NA	NA	NA	NA	NA	NA	NA	NA
2310005E17Rik	0.178369707	0.668679785	3.505124228	7	NA	NA	NA	NA	NA	NA	NA	NA
2310011J03Rik	0.359300903	0.271760199	4.350944102	1	0.00371144472015339	0.768453106827962	FALSE	0.00128954487990066	0.88175938036634	FALSE	Other	Not DMR
2310015A10Rik	-0.269059329	0.487912329	3.511698019	1	NA	NA	NA	NA	NA	NA	NA	NA
2310015D24Rik	-0.121069422	0.787223519	3.011986402	1	NA	NA	NA	NA	NA	NA	NA	NA
2310022A10Rik	0.015399536	0.977039274	3.275252702	1	0.0181284731811874	4.00114418285345e-05	TRUE	-0.0229847993641139	3.60053456129065e-12	TRUE	Other	Both mC+hmC DMR
2310033P09Rik	-0.173662532	0.677689645	3.659539592	2	0.0530013677976948	0.00558568832881769	TRUE	-0.0231030771907005	0.111308838588387	FALSE	Other	mC DMR only
2310034O05Rik	-0.080590578	1	1.592185105	1	NA	NA	NA	NA	NA	NA	NA	NA
2310043L19Rik	-0.027182402	0.958732711	2.944225529	1	NA	NA	NA	NA	NA	NA	NA	NA
2310065F04Rik	0.058760208	1	0.438002693	1	NA	NA	NA	NA	NA	NA	NA	NA
2310075C17Rik	0.004306866	0.993671221	4.042422163	2	NA	NA	NA	NA	NA	NA	NA	NA
2410002F23Rik	-0.009361204	0.986687018	3.549105079	1	-0.00367488978302366	0.839994034478957	FALSE	0.00862667058186664	0.42165781335282	FALSE	Other	Not DMR
2410004B18Rik	0.206384277	0.594483718	4.028411192	1	-0.00287396737949108	0.796483089810098	FALSE	-0.0288492997782869	2.9654420642379e-06	TRUE	Active_Promoter	hmC DMR only
2410004I01Rik	0.54237007	0.112233197	3.114579543	1	NA	NA	NA	NA	NA	NA	NA	NA
2410006H16Rik	0.130641609	0.76723238	3.429273709	1	NA	NA	NA	NA	NA	NA	NA	NA
2410017I17Rik	0.15625987	0.691742752	4.579672108	5	NA	NA	NA	NA	NA	NA	NA	NA
2410018L13Rik	-0.226634843	0.573167325	3.24793113	3	NA	NA	NA	NA	NA	NA	NA	NA
2410021H03Rik	0.413141859	0.250625771	3.28583782	1	NA	NA	NA	NA	NA	NA	NA	NA
2500004C02Rik	0.329766913	0.361648961	2.777133386	1	NA	NA	NA	NA	NA	NA	NA	NA
2510009E07Rik	0.20555473	0.613256248	2.998999197	1	0.0173639340252084	9.08112654882848e-06	TRUE	-0.0227706228159603	5.1504009184226e-13	TRUE	Active_Promoter	Both mC+hmC DMR
2510039O18Rik	0.05676158	0.90655267	3.811329899	2	0.0347586550230047	0.000784939367727618	TRUE	-0.030801448867854	0.000308898878904873	TRUE	Active_Promoter	Both mC+hmC DMR
2610008E11Rik	0.125652679	0.752191194	4.247289606	5	0.0127548036128103	0.018557875103894	TRUE	-0.0155515824470883	0.000500228402457606	TRUE	Active_Promoter	Both mC+hmC DMR
2610016A17Rik	0.485379411	0.140562105	4.271493444	1	NA	NA	NA	NA	NA	NA	NA	NA
2610027K06Rik	0.287348435	0.404964808	4.737612129	2	NA	NA	NA	NA	NA	NA	NA	NA
2610028E06Rik	-0.070573164	0.88520637	3.653999815	9	NA	NA	NA	NA	NA	NA	NA	NA
2610035D17Rik	-0.010284596	0.984878525	3.18803277	1	NA	NA	NA	NA	NA	NA	NA	NA
2610035F20Rik	-0.633681643	0.056031519	3.771179876	1	NA	NA	NA	NA	NA	NA	NA	NA
2610037D02Rik	0.293520662	0.441201091	3.413754496	1	NA	NA	NA	NA	NA	NA	NA	NA
2610203C22Rik	-0.301474324	0.427596266	3.20881206	1	NA	NA	NA	NA	NA	NA	NA	NA
2610307P16Rik	0.524935382	0.119175972	4.115278573	1	NA	NA	NA	NA	NA	NA	NA	NA
2700046A07Rik	0.244264197	0.522427906	2.784095781	1	NA	NA	NA	NA	NA	NA	NA	NA
2700062C07Rik	-0.13619849	0.75169813	3.624550073	1	0.00308558148691063	0.867525208025105	FALSE	-0.0183970713954624	0.00436177880319883	TRUE	Other	hmC DMR only
2810001G20Rik	-0.203996049	0.615474128	3.273175046	2	NA	NA	NA	NA	NA	NA	NA	NA
2810004N23Rik	0.232871925	0.548965976	3.633878515	2	0.0423909108582382	6.95701521399707e-16	TRUE	-0.0294865064396144	1.22752615014961e-13	TRUE	Active_Promoter	Both mC+hmC DMR
2810021J22Rik	0.238792842	0.464704101	5.014720527	2	0.0208176984241558	1.7741580164147e-07	TRUE	-0.0238235641745195	1.03288356177344e-15	TRUE	Other	Both mC+hmC DMR
2810405F15Rik	0.510526428	0.122659672	4.279128808	2	NA	NA	NA	NA	NA	NA	NA	NA
2810414N06Rik	0.039860855	0.933520393	4.059710286	1	NA	NA	NA	NA	NA	NA	NA	NA
2810442N19Rik	0.593895259	0.075862845	3.805626244	2	NA	NA	NA	NA	NA	NA	NA	NA
2810459M11Rik	-0.257703899	0.501293139	3.696402556	1	-0.022373277953868	0.0288503067678612	TRUE	-0.00659290229939302	0.418375138929766	FALSE	Repressed_Promoter	mC DMR only
2900009J06Rik	0.006053445	0.991539206	3.796413131	1	NA	NA	NA	NA	NA	NA	NA	NA
2900026A02Rik	-0.389510324	0.273235608	2.637872046	1	-0.0135734869510554	1.90704919102135e-10	TRUE	0.00809125182554435	4.77420657532789e-07	TRUE	Repressed_Promoter	Both mC+hmC DMR
2900052N01Rik	0.682068661	0.041727477	3.21814571	6	NA	NA	NA	NA	NA	NA	NA	NA
2900057B20Rik	-0.178525389	0.665979724	2.682067072	3	NA	NA	NA	NA	NA	NA	NA	NA
2900093K20Rik	0.10628364	0.815219667	3.86620133	1	NA	NA	NA	NA	NA	NA	NA	NA
3000002C10Rik	-0.075233674	0.875883393	3.359868661	1	NA	NA	NA	NA	NA	NA	NA	NA
3010001F23Rik	-0.338667102	0.357267428	2.846360439	1	NA	NA	NA	NA	NA	NA	NA	NA
3110009F21Rik	-0.03046632	0.9538253	3.475275865	5	NA	NA	NA	NA	NA	NA	NA	NA
3110039M20Rik	0.457742444	0.165413321	4.865376483	1	NA	NA	NA	NA	NA	NA	NA	NA
3110040N11Rik	-0.217369202	0.58373048	3.804923117	2	0.0245080616923585	0.00230535071230956	TRUE	-0.015092400521053	0.0122277446256401	TRUE	Active_Promoter	Both mC+hmC DMR
3110056K07Rik	0.647368349	0.040015332	4.563876626	3	NA	NA	NA	NA	NA	NA	NA	NA
3110082J24Rik	0.103918072	0.810037322	4.222071999	2	-0.0896590691306595	0.000434674642661928	TRUE	-0.00380491567809662	0.833661297649433	FALSE	Repressed_Promoter	mC DMR only
3300002I08Rik	0.581850025	0.081376469	4.244287089	2	0.00512644021331876	0.190784917925828	FALSE	-0.00407120552452711	0.0838564650362935	FALSE	Active_Promoter	Not DMR
3300002P13Rik	-0.119254799	0.785379028	3.742593727	1	NA	NA	NA	NA	NA	NA	NA	NA
3300005D01Rik	0.558517346	0.088596897	3.94671454	2	NA	NA	NA	NA	NA	NA	NA	NA
4632415L05Rik	-0.139782405	0.740561084	3.725768863	1	NA	NA	NA	NA	NA	NA	NA	NA
4632427E13Rik	0.099542815	0.829184703	3.155264527	1	NA	NA	NA	NA	NA	NA	NA	NA
4632428C04Rik	0.347581865	0.337584772	3.767395844	1	NA	NA	NA	NA	NA	NA	NA	NA
4732414G09Rik	-0.141610676	0.744179124	3.277491691	1	NA	NA	NA	NA	NA	NA	NA	NA
4732490B19Rik	0.025229918	0.960627179	2.830047388	2	NA	NA	NA	NA	NA	NA	NA	NA
4732491K20Rik	-0.266561273	0.494557215	3.530754202	1	NA	NA	NA	NA	NA	NA	NA	NA
4833415N18Rik	-0.306294855	0.418844623	2.982781372	2	NA	NA	NA	NA	NA	NA	NA	NA
4833420G17Rik	0.756717465	0.018908263	3.764550354	1	0.0221173202629216	5.52707308649883e-08	TRUE	-0.0178708583846405	6.8736517275173e-11	TRUE	Active_Promoter	Both mC+hmC DMR
4833428L15Rik	-0.09011781	0.847402155	3.101015255	2	NA	NA	NA	NA	NA	NA	NA	NA
4833439L19Rik	0.042235366	0.933862994	3.545087942	4	0.0930258982587455	5.33784389075981e-36	TRUE	-0.0486476853795895	6.06895883439313e-15	TRUE	Active_Promoter	Both mC+hmC DMR
4921511I17Rik	0.144936088	0.672296134	2.934029992	3	NA	NA	NA	NA	NA	NA	NA	NA
4921513I03Rik	0.155967626	0.713501133	3.748372013	35	NA	NA	NA	NA	NA	NA	NA	NA
4921524L21Rik	0.036516799	0.92174781	2.887567619	1	-0.000252550746522862	0.963778723574035	FALSE	-0.00574690630057881	0.0163537819061014	TRUE	Other	hmC DMR only
4921525O09Rik	0.249218534	0.519572477	3.598110979	2	NA	NA	NA	NA	NA	NA	NA	NA
4921531P14Rik	0.20865252	0.610075949	3.432212818	3	NA	NA	NA	NA	NA	NA	NA	NA
4921534H16Rik	-0.165263678	0.695623195	3.103167681	6	NA	NA	NA	NA	NA	NA	NA	NA
4921536K21Rik	0.089797599	0.847253137	3.390603114	1	-0.0286531524862343	0.00150892984579402	TRUE	0.00210880120846169	0.839953220776758	FALSE	Other	mC DMR only
4930404A05Rik	0.027370347	1	1.601089339	1	NA	NA	NA	NA	NA	NA	NA	NA
4930404I05Rik	0.394709916	0.267128844	3.832651237	1	NA	NA	NA	NA	NA	NA	NA	NA
4930407I10Rik	0.107907197	0.812901017	3.236156	1	-0.0194462481102664	0.0578520022642271	FALSE	0.000165652635048225	0.937431377038927	FALSE	Repressed_Promoter	Not DMR
4930412B13Rik	-0.388244444	0.284093943	2.86641471	1	NA	NA	NA	NA	NA	NA	NA	NA
4930413E15Rik	0.027678421	0.952364606	3.747921074	10	NA	NA	NA	NA	NA	NA	NA	NA
4930413F20Rik	-0.32663749	0.376305553	2.974847059	1	NA	NA	NA	NA	NA	NA	NA	NA
4930414N06Rik	-0.110034743	0.807967876	3.758169659	1	NA	NA	NA	NA	NA	NA	NA	NA
4930422M22Rik	-0.236047713	1	2.160474409	1	NA	NA	NA	NA	NA	NA	NA	NA
4930425L21Rik	-0.375963498	0.298647458	2.833156729	1	NA	NA	NA	NA	NA	NA	NA	NA
4930426D05Rik	0.464564939	0.180400284	3.693526327	1	NA	NA	NA	NA	NA	NA	NA	NA
4930431P03Rik	-0.308781028	0.414330808	3.510627442	1	NA	NA	NA	NA	NA	NA	NA	NA
4930432J09Rik	0.335450399	0.367985563	3.341228063	1	NA	NA	NA	NA	NA	NA	NA	NA
4930432O09Rik	0.098605616	0.830140418	3.310845826	1	NA	NA	NA	NA	NA	NA	NA	NA
4930433N12Rik	-0.28830181	0.42100009	2.650260892	2	NA	NA	NA	NA	NA	NA	NA	NA
4930434J06Rik	-0.09904406	0.830185673	2.842001382	1	NA	NA	NA	NA	NA	NA	NA	NA
4930435F18Rik	0.209788666	0.600066218	3.861977002	1	NA	NA	NA	NA	NA	NA	NA	NA
4930438E09Rik	0.139042577	0.750271546	3.391739828	2	NA	NA	NA	NA	NA	NA	NA	NA
4930441H08Rik	0.092399827	0.843076883	3.213540562	2	NA	NA	NA	NA	NA	NA	NA	NA
